id,uri,nome,siglaPartido,uriPartido,siglaUf,idLegislatura,urlFoto,email
178835,https://dadosabertos.camara.leg.br/api/v2/deputados/178835,Afonso Motta,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,RS,56,https://www.camara.leg.br/internet/deputado/bandep/178835.jpg,dep.afonsomotta@camara.leg.br
160527,https://dadosabertos.camara.leg.br/api/v2/deputados/160527,Aguinaldo Ribeiro,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,PB,56,https://www.camara.leg.br/internet/deputado/bandep/160527.jpg,dep.aguinaldoribeiro@camara.leg.br
204495,https://dadosabertos.camara.leg.br/api/v2/deputados/204495,Airton Faleiro,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PA,56,https://www.camara.leg.br/internet/deputado/bandep/204495.jpg,dep.airtonfaleiro@camara.leg.br
204549,https://dadosabertos.camara.leg.br/api/v2/deputados/204549,AJ Albuquerque,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,CE,56,https://www.camara.leg.br/internet/deputado/bandep/204549.jpg,dep.ajalbuquerque@camara.leg.br
178836,https://dadosabertos.camara.leg.br/api/v2/deputados/178836,Alan Rick,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,AC,56,https://www.camara.leg.br/internet/deputado/bandep/178836.jpg,dep.alanrick@camara.leg.br
160559,https://dadosabertos.camara.leg.br/api/v2/deputados/160559,Alceu Moreira,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,RS,56,https://www.camara.leg.br/internet/deputado/bandep/160559.jpg,dep.alceumoreira@camara.leg.br
204413,https://dadosabertos.camara.leg.br/api/v2/deputados/204413,Alcides Rodrigues,PATRIOTA,https://dadosabertos.camara.leg.br/api/v2/partidos/37907,GO,56,https://www.camara.leg.br/internet/deputado/bandep/204413.jpg,dep.alcidesrodrigues@camara.leg.br
204545,https://dadosabertos.camara.leg.br/api/v2/deputados/204545,Alê Silva,PSL,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,MG,56,https://www.camara.leg.br/internet/deputado/bandep/204545.jpg,dep.alesilva@camara.leg.br
204501,https://dadosabertos.camara.leg.br/api/v2/deputados/204501,Alencar Santana Braga,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SP,56,https://www.camara.leg.br/internet/deputado/bandep/204501.jpg,dep.alencarsantanabraga@camara.leg.br
160511,https://dadosabertos.camara.leg.br/api/v2/deputados/160511,Alessandro Molon,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/160511.jpg,dep.alessandromolon@camara.leg.br
178972,https://dadosabertos.camara.leg.br/api/v2/deputados/178972,Alex Manente,CIDADANIA,https://dadosabertos.camara.leg.br/api/v2/partidos/37905,SP,56,https://www.camara.leg.br/internet/deputado/bandep/178972.jpg,dep.alexmanente@camara.leg.br
204571,https://dadosabertos.camara.leg.br/api/v2/deputados/204571,Alex Santana,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,BA,56,https://www.camara.leg.br/internet/deputado/bandep/204571.jpg,dep.alexsantana@camara.leg.br
204544,https://dadosabertos.camara.leg.br/api/v2/deputados/204544,Alexandre Frota,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,SP,56,https://www.camara.leg.br/internet/deputado/bandep/204544.jpg,dep.alexandrefrota@camara.leg.br
160545,https://dadosabertos.camara.leg.br/api/v2/deputados/160545,Alexandre Leite,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,SP,56,https://www.camara.leg.br/internet/deputado/bandep/160545.jpg,dep.alexandreleite@camara.leg.br
204503,https://dadosabertos.camara.leg.br/api/v2/deputados/204503,Alexandre Padilha,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SP,56,https://www.camara.leg.br/internet/deputado/bandep/204503.jpg,dep.alexandrepadilha@camara.leg.br
204516,https://dadosabertos.camara.leg.br/api/v2/deputados/204516,Alexis Fonteyne,NOVO,https://dadosabertos.camara.leg.br/api/v2/partidos/37901,SP,56,https://www.camara.leg.br/internet/deputado/bandep/204516.jpg,dep.alexisfonteyne@camara.leg.br
74057,https://dadosabertos.camara.leg.br/api/v2/deputados/74057,Alice Portugal,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,BA,56,https://www.camara.leg.br/internet/deputado/bandep/74057.jpg,dep.aliceportugal@camara.leg.br
178927,https://dadosabertos.camara.leg.br/api/v2/deputados/178927,Aliel Machado,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,PR,56,https://www.camara.leg.br/internet/deputado/bandep/178927.jpg,dep.alielmachado@camara.leg.br
204353,https://dadosabertos.camara.leg.br/api/v2/deputados/204353,Aline Gurgel,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,AP,56,https://www.camara.leg.br/internet/deputado/bandep/204353.jpg,dep.alinegurgel@camara.leg.br
204400,https://dadosabertos.camara.leg.br/api/v2/deputados/204400,Aline Sleutjes,PSL,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,PR,56,https://www.camara.leg.br/internet/deputado/bandep/204400.jpg,dep.alinesleutjes@camara.leg.br
178937,https://dadosabertos.camara.leg.br/api/v2/deputados/178937,Altineu Côrtes,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/178937.jpg,dep.altineucortes@camara.leg.br
178881,https://dadosabertos.camara.leg.br/api/v2/deputados/178881,Aluisio Mendes,PSC,https://dadosabertos.camara.leg.br/api/v2/partidos/36833,MA,56,https://www.camara.leg.br/internet/deputado/bandep/178881.jpg,dep.aluisiomendes@camara.leg.br
204356,https://dadosabertos.camara.leg.br/api/v2/deputados/204356,Amaro Neto,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,ES,56,https://www.camara.leg.br/internet/deputado/bandep/204356.jpg,dep.amaroneto@camara.leg.br
178831,https://dadosabertos.camara.leg.br/api/v2/deputados/178831,André Abdon,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,AP,56,https://www.camara.leg.br/internet/deputado/bandep/178831.jpg,dep.andreabdon@camara.leg.br
74471,https://dadosabertos.camara.leg.br/api/v2/deputados/74471,André de Paula,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,PE,56,https://www.camara.leg.br/internet/deputado/bandep/74471.jpg,dep.andredepaula@camara.leg.br
204423,https://dadosabertos.camara.leg.br/api/v2/deputados/204423,André Ferreira,PSC,https://dadosabertos.camara.leg.br/api/v2/partidos/36833,PE,56,https://www.camara.leg.br/internet/deputado/bandep/204423.jpg,dep.andreferreira@camara.leg.br
133439,https://dadosabertos.camara.leg.br/api/v2/deputados/133439,André Figueiredo,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,CE,56,https://www.camara.leg.br/internet/deputado/bandep/133439.jpg,dep.andrefigueiredo@camara.leg.br
178882,https://dadosabertos.camara.leg.br/api/v2/deputados/178882,André Fufuca,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,MA,56,https://www.camara.leg.br/internet/deputado/bandep/178882.jpg,dep.andrefufuca@camara.leg.br
204515,https://dadosabertos.camara.leg.br/api/v2/deputados/204515,André Janones,AVANTE,https://dadosabertos.camara.leg.br/api/v2/partidos/36898,MG,56,https://www.camara.leg.br/internet/deputado/bandep/204515.jpg,dep.andrejanones@camara.leg.br
73696,https://dadosabertos.camara.leg.br/api/v2/deputados/73696,Angela Amin,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,SC,56,https://www.camara.leg.br/internet/deputado/bandep/73696.jpg,dep.angelaamin@camara.leg.br
74212,https://dadosabertos.camara.leg.br/api/v2/deputados/74212,Aníbal Gomes,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,CE,56,https://www.camara.leg.br/internet/deputado/bandep/74212.jpg,dep.anibalgomes@camara.leg.br
160553,https://dadosabertos.camara.leg.br/api/v2/deputados/160553,Antonio Brito,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,BA,56,https://www.camara.leg.br/internet/deputado/bandep/160553.jpg,dep.antoniobrito@camara.leg.br
73433,https://dadosabertos.camara.leg.br/api/v2/deputados/73433,Arlindo Chinaglia,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SP,56,https://www.camara.leg.br/internet/deputado/bandep/73433.jpg,dep.arlindochinaglia@camara.leg.br
141391,https://dadosabertos.camara.leg.br/api/v2/deputados/141391,Arnaldo Jardim,CIDADANIA,https://dadosabertos.camara.leg.br/api/v2/partidos/37905,SP,56,https://www.camara.leg.br/internet/deputado/bandep/141391.jpg,dep.arnaldojardim@camara.leg.br
204414,https://dadosabertos.camara.leg.br/api/v2/deputados/204414,Aroldo Martins,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,PR,56,https://www.camara.leg.br/internet/deputado/bandep/204414.jpg,dep.aroldomartins@camara.leg.br
160541,https://dadosabertos.camara.leg.br/api/v2/deputados/160541,Arthur Lira,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,AL,56,https://www.camara.leg.br/internet/deputado/bandep/160541.jpg,dep.arthurlira@camara.leg.br
160600,https://dadosabertos.camara.leg.br/api/v2/deputados/160600,Arthur Oliveira Maia,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,BA,56,https://www.camara.leg.br/internet/deputado/bandep/160600.jpg,dep.arthuroliveiramaia@camara.leg.br
74090,https://dadosabertos.camara.leg.br/api/v2/deputados/74090,Átila Lins,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,AM,56,https://www.camara.leg.br/internet/deputado/bandep/74090.jpg,dep.atilalins@camara.leg.br
74459,https://dadosabertos.camara.leg.br/api/v2/deputados/74459,Átila Lira,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,PI,56,https://www.camara.leg.br/internet/deputado/bandep/74459.jpg,dep.atilalira@camara.leg.br
160665,https://dadosabertos.camara.leg.br/api/v2/deputados/160665,Augusto Coutinho,SOLIDARIEDADE,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,PE,56,https://www.camara.leg.br/internet/deputado/bandep/160665.jpg,dep.augustocoutinho@camara.leg.br
204509,https://dadosabertos.camara.leg.br/api/v2/deputados/204509,Áurea Carolina,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,MG,56,https://www.camara.leg.br/internet/deputado/bandep/204509.jpg,dep.aureacarolina@camara.leg.br
160512,https://dadosabertos.camara.leg.br/api/v2/deputados/160512,Aureo Ribeiro,SOLIDARIEDADE,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/160512.jpg,dep.aureoribeiro@camara.leg.br
69871,https://dadosabertos.camara.leg.br/api/v2/deputados/69871,Bacelar,PODE,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,BA,56,https://www.camara.leg.br/internet/deputado/bandep/69871.jpg,dep.bacelar@camara.leg.br
178975,https://dadosabertos.camara.leg.br/api/v2/deputados/178975,Baleia Rossi,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,SP,56,https://www.camara.leg.br/internet/deputado/bandep/178975.jpg,dep.baleiarossi@camara.leg.br
73701,https://dadosabertos.camara.leg.br/api/v2/deputados/73701,Benedita da Silva,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/73701.jpg,dep.beneditadasilva@camara.leg.br
109429,https://dadosabertos.camara.leg.br/api/v2/deputados/109429,Benes Leocádio,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,RN,56,https://www.camara.leg.br/internet/deputado/bandep/109429.jpg,dep.benesleocadio@camara.leg.br
141335,https://dadosabertos.camara.leg.br/api/v2/deputados/141335,Beto Faro,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PA,56,https://www.camara.leg.br/internet/deputado/bandep/141335.jpg,dep.betofaro@camara.leg.br
204358,https://dadosabertos.camara.leg.br/api/v2/deputados/204358,Beto Pereira,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,MS,56,https://www.camara.leg.br/internet/deputado/bandep/204358.jpg,dep.betopereira@camara.leg.br
178948,https://dadosabertos.camara.leg.br/api/v2/deputados/178948,Beto Rosado,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,RN,56,https://www.camara.leg.br/internet/deputado/bandep/178948.jpg,dep.betorosado@camara.leg.br
207176,https://dadosabertos.camara.leg.br/api/v2/deputados/207176,Bia Cavassa,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,MS,56,https://www.camara.leg.br/internet/deputado/bandep/207176.jpg,dep.biacavassa@camara.leg.br
204374,https://dadosabertos.camara.leg.br/api/v2/deputados/204374,Bia Kicis,PSL,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,DF,56,https://www.camara.leg.br/internet/deputado/bandep/204374.jpg,dep.biakicis@camara.leg.br
204388,https://dadosabertos.camara.leg.br/api/v2/deputados/204388,Bibo Nunes,PSL,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,RS,56,https://www.camara.leg.br/internet/deputado/bandep/204388.jpg,dep.bibonunes@camara.leg.br
141513,https://dadosabertos.camara.leg.br/api/v2/deputados/141513,Bilac Pinto,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,MG,56,https://www.camara.leg.br/internet/deputado/bandep/141513.jpg,dep.bilacpinto@camara.leg.br
204561,https://dadosabertos.camara.leg.br/api/v2/deputados/204561,Bira do Pindaré,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,MA,56,https://www.camara.leg.br/internet/deputado/bandep/204561.jpg,dep.biradopindare@camara.leg.br
204397,https://dadosabertos.camara.leg.br/api/v2/deputados/204397,Boca Aberta,PROS,https://dadosabertos.camara.leg.br/api/v2/partidos/36763,PR,56,https://www.camara.leg.br/internet/deputado/bandep/204397.jpg,dep.bocaaberta@camara.leg.br
160538,https://dadosabertos.camara.leg.br/api/v2/deputados/160538,Bohn Gass,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RS,56,https://www.camara.leg.br/internet/deputado/bandep/160538.jpg,dep.bohngass@camara.leg.br
74052,https://dadosabertos.camara.leg.br/api/v2/deputados/74052,Bosco Costa,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,SE,56,https://www.camara.leg.br/internet/deputado/bandep/74052.jpg,dep.boscocosta@camara.leg.br
204551,https://dadosabertos.camara.leg.br/api/v2/deputados/204551,Bosco Saraiva,SOLIDARIEDADE,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,AM,56,https://www.camara.leg.br/internet/deputado/bandep/204551.jpg,dep.boscosaraiva@camara.leg.br
204502,https://dadosabertos.camara.leg.br/api/v2/deputados/204502,Bozzella,PSL,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,SP,56,https://www.camara.leg.br/internet/deputado/bandep/204502.jpg,dep.bozzella@camara.leg.br
160589,https://dadosabertos.camara.leg.br/api/v2/deputados/160589,Bruna Furlan,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,SP,56,https://www.camara.leg.br/internet/deputado/bandep/160589.jpg,dep.brunafurlan@camara.leg.br
93083,https://dadosabertos.camara.leg.br/api/v2/deputados/93083,Cacá Leão,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,BA,56,https://www.camara.leg.br/internet/deputado/bandep/93083.jpg,dep.cacaleao@camara.leg.br
204352,https://dadosabertos.camara.leg.br/api/v2/deputados/204352,Camilo Capiberibe,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,AP,56,https://www.camara.leg.br/internet/deputado/bandep/204352.jpg,dep.camilocapiberibe@camara.leg.br
204572,https://dadosabertos.camara.leg.br/api/v2/deputados/204572,Capitão Alberto Neto,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,AM,56,https://www.camara.leg.br/internet/deputado/bandep/204572.jpg,dep.capitaoalbertoneto@camara.leg.br
178829,https://dadosabertos.camara.leg.br/api/v2/deputados/178829,Capitão Augusto,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,SP,56,https://www.camara.leg.br/internet/deputado/bandep/178829.jpg,dep.capitaoaugusto@camara.leg.br
178924,https://dadosabertos.camara.leg.br/api/v2/deputados/178924,Capitão Fábio Abreu,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,PI,56,https://www.camara.leg.br/internet/deputado/bandep/178924.jpg,dep.capitaofabioabreu@camara.leg.br
204487,https://dadosabertos.camara.leg.br/api/v2/deputados/204487,Capitão Wagner,PROS,https://dadosabertos.camara.leg.br/api/v2/partidos/36763,CE,56,https://www.camara.leg.br/internet/deputado/bandep/204487.jpg,dep.capitaowagner@camara.leg.br
213762,https://dadosabertos.camara.leg.br/api/v2/deputados/213762,Carla Dickson,PROS,https://dadosabertos.camara.leg.br/api/v2/partidos/36763,RN,56,https://www.camara.leg.br/internet/deputado/bandep/213762.jpg,dep.carladickson@camara.leg.br
204507,https://dadosabertos.camara.leg.br/api/v2/deputados/204507,Carla Zambelli,PSL,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,SP,56,https://www.camara.leg.br/internet/deputado/bandep/204507.jpg,dep.carlazambelli@camara.leg.br
204361,https://dadosabertos.camara.leg.br/api/v2/deputados/204361,Carlos Chiodini,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,SC,56,https://www.camara.leg.br/internet/deputado/bandep/204361.jpg,dep.carloschiodini@camara.leg.br
178962,https://dadosabertos.camara.leg.br/api/v2/deputados/178962,Carlos Gomes,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,RS,56,https://www.camara.leg.br/internet/deputado/bandep/178962.jpg,dep.carlosgomes@camara.leg.br
178993,https://dadosabertos.camara.leg.br/api/v2/deputados/178993,Carlos Henrique Gaguim,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,TO,56,https://www.camara.leg.br/internet/deputado/bandep/178993.jpg,dep.carloshenriquegaguim@camara.leg.br
204460,https://dadosabertos.camara.leg.br/api/v2/deputados/204460,Carlos Jordy,PSL,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/204460.jpg,dep.carlosjordy@camara.leg.br
74262,https://dadosabertos.camara.leg.br/api/v2/deputados/74262,Carlos Sampaio,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,SP,56,https://www.camara.leg.br/internet/deputado/bandep/74262.jpg,dep.carlossampaio@camara.leg.br
204426,https://dadosabertos.camara.leg.br/api/v2/deputados/204426,Carlos Veras,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PE,56,https://www.camara.leg.br/internet/deputado/bandep/204426.jpg,dep.carlosveras@camara.leg.br
141398,https://dadosabertos.camara.leg.br/api/v2/deputados/141398,Carlos Zarattini,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SP,56,https://www.camara.leg.br/internet/deputado/bandep/141398.jpg,dep.carloszarattini@camara.leg.br
164360,https://dadosabertos.camara.leg.br/api/v2/deputados/164360,Carmen Zanotto,CIDADANIA,https://dadosabertos.camara.leg.br/api/v2/partidos/37905,SC,56,https://www.camara.leg.br/internet/deputado/bandep/164360.jpg,dep.carmenzanotto@camara.leg.br
204369,https://dadosabertos.camara.leg.br/api/v2/deputados/204369,Caroline de Toni,PSL,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,SC,56,https://www.camara.leg.br/internet/deputado/bandep/204369.jpg,dep.carolinedetoni@camara.leg.br
204499,https://dadosabertos.camara.leg.br/api/v2/deputados/204499,Cássio Andrade,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,PA,56,https://www.camara.leg.br/internet/deputado/bandep/204499.jpg,dep.cassioandrade@camara.leg.br
204380,https://dadosabertos.camara.leg.br/api/v2/deputados/204380,Celina Leão,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,DF,56,https://www.camara.leg.br/internet/deputado/bandep/204380.jpg,dep.celinaleao@camara.leg.br
204370,https://dadosabertos.camara.leg.br/api/v2/deputados/204370,Célio Moura,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,TO,56,https://www.camara.leg.br/internet/deputado/bandep/204370.jpg,dep.celiomoura@camara.leg.br
178876,https://dadosabertos.camara.leg.br/api/v2/deputados/178876,Célio Silveira,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,GO,56,https://www.camara.leg.br/internet/deputado/bandep/178876.jpg,dep.celiosilveira@camara.leg.br
204488,https://dadosabertos.camara.leg.br/api/v2/deputados/204488,Célio Studart,PV,https://dadosabertos.camara.leg.br/api/v2/partidos/36851,CE,56,https://www.camara.leg.br/internet/deputado/bandep/204488.jpg,dep.celiostudart@camara.leg.br
141405,https://dadosabertos.camara.leg.br/api/v2/deputados/141405,Celso Maldaner,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,SC,56,https://www.camara.leg.br/internet/deputado/bandep/141405.jpg,dep.celsomaldaner@camara.leg.br
73441,https://dadosabertos.camara.leg.br/api/v2/deputados/73441,Celso Russomanno,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,SP,56,https://www.camara.leg.br/internet/deputado/bandep/73441.jpg,dep.celsorussomanno@camara.leg.br
204496,https://dadosabertos.camara.leg.br/api/v2/deputados/204496,Celso Sabino,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,PA,56,https://www.camara.leg.br/internet/deputado/bandep/204496.jpg,dep.celsosabino@camara.leg.br
204504,https://dadosabertos.camara.leg.br/api/v2/deputados/204504,Cezinha de Madureira,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,SP,56,https://www.camara.leg.br/internet/deputado/bandep/204504.jpg,dep.cezinhademadureira@camara.leg.br
205476,https://dadosabertos.camara.leg.br/api/v2/deputados/205476,Charles Fernandes,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,BA,56,https://www.camara.leg.br/internet/deputado/bandep/205476.jpg,dep.charlesfernandes@camara.leg.br
204490,https://dadosabertos.camara.leg.br/api/v2/deputados/204490,Charlles Evangelista,PSL,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,MG,56,https://www.camara.leg.br/internet/deputado/bandep/204490.jpg,dep.charllesevangelista@camara.leg.br
141439,https://dadosabertos.camara.leg.br/api/v2/deputados/141439,Chico D'Angelo,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/141439.jpg,dep.chicodangelo@camara.leg.br
204476,https://dadosabertos.camara.leg.br/api/v2/deputados/204476,Chiquinho Brazão,AVANTE,https://dadosabertos.camara.leg.br/api/v2/partidos/36898,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/204476.jpg,dep.chiquinhobrazao@camara.leg.br
204462,https://dadosabertos.camara.leg.br/api/v2/deputados/204462,Chris Tonietto,PSL,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/204462.jpg,dep.christonietto@camara.leg.br
178928,https://dadosabertos.camara.leg.br/api/v2/deputados/178928,Christiane de Souza Yared,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,PR,56,https://www.camara.leg.br/internet/deputado/bandep/178928.jpg,dep.christianedesouzayared@camara.leg.br
204440,https://dadosabertos.camara.leg.br/api/v2/deputados/204440,Christino Aureo,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/204440.jpg,dep.christinoaureo@camara.leg.br
178939,https://dadosabertos.camara.leg.br/api/v2/deputados/178939,Clarissa Garotinho,PROS,https://dadosabertos.camara.leg.br/api/v2/partidos/36763,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/178939.jpg,dep.clarissagarotinho@camara.leg.br
74537,https://dadosabertos.camara.leg.br/api/v2/deputados/74537,Claudio Cajado,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,BA,56,https://www.camara.leg.br/internet/deputado/bandep/74537.jpg,dep.claudiocajado@camara.leg.br
141408,https://dadosabertos.camara.leg.br/api/v2/deputados/141408,Cleber Verde,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,MA,56,https://www.camara.leg.br/internet/deputado/bandep/141408.jpg,dep.cleberverde@camara.leg.br
204376,https://dadosabertos.camara.leg.br/api/v2/deputados/204376,Coronel Armando,PSL,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,SC,56,https://www.camara.leg.br/internet/deputado/bandep/204376.jpg,dep.coronelarmando@camara.leg.br
204378,https://dadosabertos.camara.leg.br/api/v2/deputados/204378,Coronel Chrisóstomo,PSL,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,RO,56,https://www.camara.leg.br/internet/deputado/bandep/204378.jpg,dep.coronelchrisostomo@camara.leg.br
